node1,node2,timestamp,msg1call0
68494,35227,1325395020,1
35227,68494,1325395260,1
35227,68494,1325395320,1
68494,35227,1325395500,1
35227,68494,1325395680,1
68494,35227,1325395920,1
35227,68494,1325396040,1
68494,35227,1325396280,1
35227,68494,1325396580,1
68494,35227,1325396760,1
68494,35227,1325396880,1
35227,68494,1325397300,1
35227,68494,1325397360,1
75261,73303,1325397420,1
75261,73303,1325397480,1
73303,75261,1325397540,1
75261,73303,1325397540,1
75261,73303,1325397600,1
68494,35227,1325397600,1
73303,75261,1325397660,1
73303,75261,1325397720,1
75261,73303,1325397720,1
68494,35227,1325397720,1
75261,73303,1325397780,1
73303,75261,1325397840,1
35227,68494,1325398500,1
86610,82060,1325398500,1
86610,82060,1325398560,1
35227,68494,1325398560,1
68494,35227,1325398860,1
82060,86610,1325398860,1
68494,35227,1325398860,1
82060,86610,1325398860,1
68494,35227,1325398860,1
86610,82060,1325398860,1
86610,82060,1325398920,1
82060,86610,1325398920,1
86610,82060,1325398980,1
82060,86610,1325399040,1
86610,82060,1325399100,1
82060,86610,1325399160,1
86610,82060,1325399160,1
86610,82060,1325399220,1
82060,86610,1325399280,1
86610,82060,1325399280,1
86610,82060,1325399340,1
86610,82060,1325399400,1
82060,86610,1325399400,1
35227,68494,1325399400,1
82060,86610,1325399400,1
35227,68494,1325399400,1
86610,82060,1325399520,1
68494,35227,1325399580,1
86610,82060,1325399580,1
82060,86610,1325399580,1
82060,86610,1325399640,1
86610,82060,1325399640,1
82060,86610,1325399700,1
86610,82060,1325399700,1
35227,68494,1325399940,1
99893,24853,1325400000,0
24853,99893,1325400840,1
86610,82060,1325401020,1
68494,35227,1325401020,1
86610,82060,1325401020,1
82060,86610,1325401020,1
82060,86610,1325401080,1
68494,35227,1325401080,1
68494,35227,1325401140,1
24853,99893,1325401380,0
74916,80193,1325402160,1
74916,80193,1325402220,1
35227,68494,1325402400,1
75261,73303,1325403120,1
75261,73303,1325403180,1
73303,75261,1325403180,1
35227,68494,1325403300,1
68494,35227,1325403480,1
24853,99893,1325403540,0
75261,73303,1325403840,1
46160,23642,1325405640,1
45539,13799,1325406360,1
45539,13799,1325406420,1
73303,75261,1325406840,1
52067,51102,1325407020,1
75261,73303,1325407080,1
51102,52067,1325407680,1
51102,52067,1325407740,1
13799,45539,1325408280,1
45539,13799,1325408340,1
13799,45539,1325408460,1
13799,45539,1325408520,1
45539,13799,1325408700,1
13799,45539,1325408760,1
13799,45539,1325409240,1
45539,13799,1325409300,1
45539,13799,1325409360,1
13799,45539,1325409480,1
13799,45539,1325409540,1
